transaction_id,customer_id,transaction_timestamp,price,currency,flight_id,booking_reference
TRANS000287,CUST0007,2023-07-03 03:37:31,677.71,USD,FLIGHT805,1EOKHX
TRANS000288,CUST0009,2023-07-03 17:48:27,671.93,USD,FLIGHT793,I7HP48
TRANS000289,CUST0006,2023-07-03 09:43:09,723.83,GBP,FLIGHT528,XIN0NX
TRANS000290,CUST0011,2023-07-03 20:13:07,541.82,JPY,FLIGHT984,OEHHXI
TRANS000291,CUST0018,2023-07-03 14:33:58,650.8,JPY,FLIGHT489,ZNANZZ
TRANS000292,CUST0009,2023-07-03 03:17:53,755.27,AUD,FLIGHT825,IJSCOC
TRANS000293,CUST0003,2023-07-03 12:40:34,759.64,JPY,FLIGHT196,NE14PL
TRANS000294,CUST0020,2023-07-03 19:18:54,482.56,USD,FLIGHT642,IIDHY3
TRANS000295,CUST0012,2023-07-03 05:59:02,766.13,EUR,FLIGHT443,BOLE5E
TRANS000296,CUST0009,2023-07-03 18:41:09,836.01,EUR,FLIGHT887,AXVMVT
TRANS000297,CUST0003,2023-07-03 17:35:35,198.38,GBP,FLIGHT346,XZKQIA
TRANS000298,CUST0001,2023-07-03 09:16:57,257.8,JPY,FLIGHT506,R1L7PX
TRANS000299,CUST0005,2023-07-03 07:44:06,477.69,AUD,FLIGHT811,VNQKSO
TRANS000300,CUST0004,2023-07-03 04:21:01,901.28,EUR,FLIGHT828,3JMUK7
TRANS000301,CUST0018,2023-07-04 18:18:37,639.7,EUR,FLIGHT483,PX35OM
TRANS000302,CUST0016,2023-07-04 00:05:10,361.81,EUR,FLIGHT425,ZISH6A
TRANS000303,CUST0013,2023-07-04 07:59:37,150.73,JPY,FLIGHT981,OJ0YPF
TRANS000304,CUST0004,2023-07-04 01:02:26,971.45,EUR,FLIGHT431,E2IRXG
TRANS000305,CUST0012,2023-07-04 22:42:49,879.71,GBP,FLIGHT137,LU6N9A
TRANS000306,CUST0008,2023-07-04 22:27:34,987.78,GBP,FLIGHT787,QI9093
TRANS000307,CUST0008,2023-07-04 20:59:40,934.82,AUD,FLIGHT928,YHMZ5K
TRANS000308,CUST0009,2023-07-04 19:25:27,117.39,GBP,FLIGHT474,WCQ8HC
TRANS000309,CUST0011,2023-07-04 06:04:43,181.81,USD,FLIGHT827,F46JPF
TRANS000310,CUST0002,2023-07-04 10:09:11,52.45,GBP,FLIGHT586,A4AP1H
TRANS000311,CUST0020,2023-07-04 23:28:09,917.75,USD,FLIGHT700,UI9ODX
TRANS000312,CUST0005,2023-07-04 15:01:49,464.49,EUR,FLIGHT480,KSP6R4
TRANS000313,CUST0002,2023-07-04 21:18:13,234.39,USD,FLIGHT375,7SGVLZ
TRANS000314,CUST0008,2023-07-04 06:43:01,128.24,GBP,FLIGHT485,GG4LLN
TRANS000315,CUST0016,2023-07-04 01:45:54,339.97,GBP,FLIGHT424,YYVCY4
TRANS000316,CUST0007,2023-07-04 07:41:15,374.17,GBP,FLIGHT901,8SU9ON
TRANS000317,CUST0008,2023-07-04 19:31:53,902.86,USD,FLIGHT426,VR2YY0
TRANS000318,CUST0008,2023-07-04 21:26:20,901.87,USD,FLIGHT843,RDOX1X
TRANS000319,CUST0013,2023-07-04 12:13:13,171.19,GBP,FLIGHT286,LLVFGL
TRANS000320,CUST0018,2023-07-04 23:43:11,341.16,JPY,FLIGHT989,U7ECBZ
TRANS000321,CUST0005,2023-07-04 05:40:29,279.73,EUR,FLIGHT648,QI3B1H
TRANS000322,CUST0001,2023-07-04 14:05:03,438.6,EUR,FLIGHT760,XPBWON
TRANS000323,CUST0018,2023-07-04 04:28:42,255.42,JPY,FLIGHT183,JHBCVS
TRANS000324,CUST0001,2023-07-04 23:58:52,741.01,USD,FLIGHT280,JLMXW0
TRANS000325,CUST0003,2023-07-04 11:54:00,758.76,EUR,FLIGHT122,36XTYU
TRANS000326,CUST0015,2023-07-04 21:14:31,119.39,AUD,FLIGHT292,4CUZ2M
TRANS000327,CUST0002,2023-07-04 08:53:22,733.52,AUD,FLIGHT921,F9UIE7
TRANS000328,CUST0015,2023-07-04 01:25:31,890.03,EUR,FLIGHT851,S3T6AG
TRANS000329,CUST0009,2023-07-04 06:51:52,846.23,AUD,FLIGHT552,5OURAI
TRANS000330,CUST0015,2023-07-04 10:50:23,512.37,JPY,FLIGHT404,TAR12T
TRANS000331,CUST0012,2023-07-04 00:35:29,632.93,EUR,FLIGHT357,S7U0LM
TRANS000332,CUST0002,2023-07-04 23:47:30,383.02,USD,FLIGHT537,LQL9O5
TRANS000333,CUST0018,2023-07-04 14:07:25,760.92,EUR,FLIGHT357,99MW3Z
TRANS000334,CUST0011,2023-07-04 18:43:48,701.19,AUD,FLIGHT438,6B4DG3
TRANS000335,CUST0018,2023-07-04 05:49:00,764.28,GBP,FLIGHT828,11G1B1
TRANS000336,CUST0006,2023-07-04 00:15:30,122.79,USD,FLIGHT253,AFOA82
TRANS000337,CUST0019,2023-07-04 23:39:34,729.68,EUR,FLIGHT887,3XFY8K
TRANS000338,CUST0017,2023-07-04 05:30:30,953.48,JPY,FLIGHT960,DWUL86
TRANS000339,CUST0020,2023-07-04 09:33:28,970.0,JPY,FLIGHT887,FX6Z3G
TRANS000340,CUST0020,2023-07-04 13:48:50,770.17,AUD,FLIGHT254,ZRP223
TRANS000341,CUST0004,2023-07-04 15:12:07,889.02,JPY,FLIGHT483,FW4MV1
TRANS000342,CUST0016,2023-07-04 05:19:00,451.55,EUR,FLIGHT149,XD4BU2
TRANS000343,CUST0009,2023-07-04 15:13:48,328.52,USD,FLIGHT765,03HMSG
TRANS000344,CUST0006,2023-07-04 05:12:46,710.39,EUR,FLIGHT346,I54LGT
TRANS000345,CUST0019,2023-07-04 08:30:30,675.72,AUD,FLIGHT866,BVX16V
TRANS000346,CUST0009,2023-07-04 03:08:23,480.29,JPY,FLIGHT837,FWD7KJ
TRANS000347,CUST0020,2023-07-04 05:53:36,366.15,USD,FLIGHT299,2SOICD
TRANS000348,CUST0001,2023-07-04 19:42:28,465.52,JPY,FLIGHT268,476TXT
TRANS000349,CUST0018,2023-07-04 11:25:22,419.5,EUR,FLIGHT884,6R3U4X
TRANS000350,CUST0016,2023-07-04 22:25:21,401.85,AUD,FLIGHT967,IH0DQW
TRANS000351,CUST0017,2023-07-04 10:47:27,819.93,AUD,FLIGHT992,JGYD4O
TRANS000352,CUST0019,2023-07-04 01:08:18,422.12,AUD,FLIGHT409,NIGAIK
TRANS000353,CUST0003,2023-07-04 11:15:26,54.19,GBP,FLIGHT277,BSJ5G4
TRANS000354,CUST0009,2023-07-04 17:35:56,460.81,EUR,FLIGHT293,KK63L9
TRANS000355,CUST0011,2023-07-04 14:14:39,166.69,JPY,FLIGHT524,U9R7ML
TRANS000356,CUST0016,2023-07-04 03:55:39,978.48,JPY,FLIGHT581,AL0LTC
TRANS000357,CUST0015,2023-07-04 17:34:16,201.18,EUR,FLIGHT749,AWIOVR
TRANS000358,CUST0019,2023-07-04 01:39:03,389.36,AUD,FLIGHT542,DRFKXS
TRANS000359,CUST0002,2023-07-04 03:03:55,191.01,AUD,FLIGHT131,ZEPHT4
TRANS000360,CUST0006,2023-07-04 07:07:21,548.28,AUD,FLIGHT522,4BOIJ3
TRANS000361,CUST0010,2023-07-04 13:29:31,136.87,GBP,FLIGHT377,GTJO86
TRANS000362,CUST0003,2023-07-04 22:15:29,520.36,USD,FLIGHT193,91Y135
TRANS000363,CUST0004,2023-07-04 04:32:59,826.35,AUD,FLIGHT536,NWOPQD
TRANS000364,CUST0013,2023-07-04 16:38:55,97.24,AUD,FLIGHT980,XXNRCG
TRANS000365,CUST0005,2023-07-04 13:58:00,309.27,USD,FLIGHT943,4441I1
TRANS000366,CUST0005,2023-07-04 22:21:54,399.83,JPY,FLIGHT942,B8PVMN
TRANS000367,CUST0017,2023-07-04 23:51:54,217.46,EUR,FLIGHT311,VBZ7YI
TRANS000368,CUST0019,2023-07-04 16:23:15,968.67,USD,FLIGHT512,5Q55L1
TRANS000369,CUST0002,2023-07-04 23:38:36,253.54,EUR,FLIGHT825,J4YIIX
TRANS000370,CUST0019,2023-07-04 22:21:42,231.44,AUD,FLIGHT160,ZV1HYZ
TRANS000371,CUST0011,2023-07-04 13:45:47,303.14,USD,FLIGHT800,CG6JY5
TRANS000372,CUST0005,2023-07-04 16:38:22,896.42,JPY,FLIGHT320,3DZPSL
TRANS000373,CUST0002,2023-07-04 17:19:00,796.75,GBP,FLIGHT410,SX4ROS
TRANS000374,CUST0009,2023-07-04 09:39:18,239.23,JPY,FLIGHT776,3APRRM
TRANS000375,CUST0012,2023-07-04 03:42:49,115.8,AUD,FLIGHT657,QL0ZUY
TRANS000376,CUST0007,2023-07-04 02:15:03,868.04,GBP,FLIGHT458,IV0WZ7
TRANS000377,CUST0018,2023-07-04 10:32:54,773.98,EUR,FLIGHT298,GOTHLB
TRANS000378,CUST0005,2023-07-04 17:51:00,957.23,USD,FLIGHT649,2BQ8G6
TRANS000379,CUST0016,2023-07-04 19:57:58,191.82,AUD,FLIGHT398,TNYTI5
TRANS000380,CUST0020,2023-07-04 07:22:35,110.36,USD,FLIGHT583,8W4M98
TRANS000381,CUST0018,2023-07-04 05:59:26,296.16,JPY,FLIGHT300,UO3FEV
TRANS000382,CUST0018,2023-07-04 11:45:14,662.65,GBP,FLIGHT370,CWPO11
TRANS000383,CUST0012,2023-07-04 11:34:18,444.39,AUD,FLIGHT592,J1XG3P
TRANS000384,CUST0010,2023-07-04 07:16:59,614.53,USD,FLIGHT219,QSNZPD
TRANS000385,CUST0018,2023-07-04 03:59:54,550.59,JPY,FLIGHT377,RWO1RB
TRANS000386,CUST0010,2023-07-04 08:47:21,535.46,USD,FLIGHT423,IXXGLS
TRANS000387,CUST0016,2023-07-04 03:21:50,289.7,AUD,FLIGHT432,CH4DY4
TRANS000388,CUST0006,2023-07-04 13:28:36,685.08,AUD,FLIGHT640,YE770N
TRANS000389,CUST0004,2023-07-04 15:48:42,517.02,USD,FLIGHT860,266FW6
TRANS000390,CUST0015,2023-07-04 00:35:25,722.35,EUR,FLIGHT939,IB37FK
TRANS000391,CUST0014,2023-07-04 06:55:22,401.21,JPY,FLIGHT881,ABRK46
TRANS000392,CUST0003,2023-07-04 20:24:37,766.57,JPY,FLIGHT607,7RYMXW
TRANS000393,CUST0014,2023-07-04 00:36:34,568.12,GBP,FLIGHT425,LWDI3P
TRANS000394,CUST0016,2023-07-04 04:07:51,442.02,GBP,FLIGHT985,FJEF7D
TRANS000395,CUST0017,2023-07-04 09:49:01,250.18,EUR,FLIGHT722,O7SO08
TRANS000396,CUST0003,2023-07-04 17:53:59,334.5,JPY,FLIGHT153,49K1GK
TRANS000397,CUST0007,2023-07-04 14:52:51,670.76,JPY,FLIGHT308,BF82CZ
TRANS000398,CUST0012,2023-07-04 11:53:50,273.82,JPY,FLIGHT748,OLYE6N
TRANS000399,CUST0006,2023-07-04 08:45:52,667.99,AUD,FLIGHT516,SLDTCD
TRANS000400,CUST0009,2023-07-04 03:05:33,474.5,AUD,FLIGHT904,5Q9ZLC
TRANS000401,CUST0001,2023-07-05 13:05:39,234.24,EUR,FLIGHT888,BAMKQW
TRANS000402,CUST0009,2023-07-05 05:06:50,172.8,AUD,FLIGHT793,CRM3OA
TRANS000403,CUST0010,2023-07-05 23:23:31,532.27,USD,FLIGHT496,MZOCTG
TRANS000404,CUST0018,2023-07-05 12:02:17,974.78,GBP,FLIGHT394,5EN9JN
TRANS000405,CUST0010,2023-07-05 16:24:33,325.92,GBP,FLIGHT216,73CVZE
TRANS000406,CUST0009,2023-07-05 02:48:04,895.0,EUR,FLIGHT928,V4DQC4
TRANS000407,CUST0018,2023-07-05 16:31:04,729.75,EUR,FLIGHT697,S6TT8M
TRANS000408,CUST0011,2023-07-05 14:31:00,170.46,USD,FLIGHT656,S977SK
TRANS000409,CUST0012,2023-07-05 23:07:16,268.5,GBP,FLIGHT344,TNIJO1
TRANS000410,CUST0008,2023-07-05 00:19:54,450.93,JPY,FLIGHT503,C8XM9P
TRANS000411,CUST0002,2023-07-05 00:50:47,262.53,JPY,FLIGHT683,3PMPVX
TRANS000412,CUST0010,2023-07-05 06:04:24,586.8,GBP,FLIGHT383,YHZ1NG
TRANS000413,CUST0020,2023-07-05 00:50:37,404.07,GBP,FLIGHT536,5V3BND
TRANS000414,CUST0011,2023-07-05 23:38:00,927.42,GBP,FLIGHT114,CPI9F8
TRANS000415,CUST0003,2023-07-05 05:51:39,476.61,USD,FLIGHT520,V2MMTA
TRANS000416,CUST0004,2023-07-05 07:48:50,209.93,USD,FLIGHT968,365NE2
TRANS000417,CUST0020,2023-07-05 06:05:38,678.59,GBP,FLIGHT142,N5V5HM
TRANS000418,CUST0017,2023-07-05 14:39:01,184.05,AUD,FLIGHT753,A6WHF0
TRANS000419,CUST0012,2023-07-05 06:12:56,615.04,EUR,FLIGHT705,9K4YD6
TRANS000420,CUST0012,2023-07-05 04:19:16,782.38,AUD,FLIGHT335,PHTXGR
TRANS000421,CUST0007,2023-07-05 19:47:42,552.95,AUD,FLIGHT593,ZIMHS5
TRANS000422,CUST0020,2023-07-05 22:47:12,523.81,EUR,FLIGHT177,AAUPBG
TRANS000423,CUST0007,2023-07-05 04:05:44,70.73,JPY,FLIGHT221,XMSR11
TRANS000424,CUST0004,2023-07-05 09:26:22,445.07,JPY,FLIGHT143,CH7NJA
TRANS000425,CUST0005,2023-07-05 20:30:11,593.33,JPY,FLIGHT434,F5M4L5
TRANS000426,CUST0003,2023-07-05 09:06:58,447.43,USD,FLIGHT761,SG60ES
TRANS000427,CUST0019,2023-07-05 01:04:39,834.24,AUD,FLIGHT958,NMLIJY
TRANS000428,CUST0008,2023-07-05 10:30:28,60.06,USD,FLIGHT597,IQOMKI
TRANS000429,CUST0019,2023-07-05 20:53:27,969.07,AUD,FLIGHT386,QFBGHQ
TRANS000430,CUST0005,2023-07-05 07:57:16,960.79,AUD,FLIGHT316,P1L6BV
TRANS000431,CUST0006,2023-07-05 21:49:36,195.38,JPY,FLIGHT228,LFU3V7
TRANS000432,CUST0007,2023-07-05 03:53:21,616.27,GBP,FLIGHT585,1ZHSCU
TRANS000433,CUST0014,2023-07-05 10:04:16,295.2,AUD,FLIGHT600,MKIE0O
TRANS000434,CUST0009,2023-07-05 23:08:22,91.9,EUR,FLIGHT785,VHBWSP
TRANS000435,CUST0019,2023-07-05 10:06:08,789.39,EUR,FLIGHT313,92S36O
TRANS000436,CUST0013,2023-07-05 06:56:07,527.67,GBP,FLIGHT355,6P14K3
TRANS000437,CUST0017,2023-07-05 13:42:10,227.06,JPY,FLIGHT510,YNOIED
TRANS000438,CUST0020,2023-07-05 06:59:34,353.7,JPY,FLIGHT464,CZHPCD
TRANS000439,CUST0005,2023-07-05 19:09:43,861.13,EUR,FLIGHT993,NXXUSM
TRANS000440,CUST0020,2023-07-05 14:18:30,506.37,GBP,FLIGHT483,133YOJ
TRANS000441,CUST0011,2023-07-05 20:46:12,905.16,JPY,FLIGHT690,EVO2KP
TRANS000442,CUST0020,2023-07-05 00:04:59,442.75,AUD,FLIGHT908,OX013Y
TRANS000443,CUST0010,2023-07-05 12:09:05,917.02,EUR,FLIGHT422,HVYSLJ
TRANS000444,CUST0006,2023-07-05 01:19:59,771.32,JPY,FLIGHT883,T5X2FY
TRANS000445,CUST0009,2023-07-05 06:34:18,461.12,AUD,FLIGHT813,O12RWS
TRANS000446,CUST0007,2023-07-05 00:42:40,600.83,JPY,FLIGHT177,K7CME5
TRANS000447,CUST0001,2023-07-05 18:58:22,636.75,GBP,FLIGHT637,MOSB4R
TRANS000448,CUST0005,2023-07-05 20:19:24,781.48,GBP,FLIGHT186,74GPVX
TRANS000449,CUST0012,2023-07-05 01:56:12,258.29,EUR,FLIGHT272,IVSIEP
TRANS000450,CUST0007,2023-07-05 01:05:35,483.35,USD,FLIGHT267,A0515I
TRANS000451,CUST0003,2023-07-05 07:46:15,573.36,GBP,FLIGHT781,7FAOB5
TRANS000452,CUST0014,2023-07-05 03:35:47,173.32,USD,FLIGHT654,TY3DTL
TRANS000453,CUST0002,2023-07-05 22:15:28,881.95,EUR,FLIGHT726,LMEAK2
TRANS000454,CUST0017,2023-07-05 12:40:56,693.88,EUR,FLIGHT551,XR4A90
TRANS000455,CUST0013,2023-07-05 14:42:27,375.62,JPY,FLIGHT113,OIRRG8
TRANS000456,CUST0015,2023-07-05 01:16:46,477.86,EUR,FLIGHT995,1RCMOB
TRANS000457,CUST0016,2023-07-05 01:28:56,960.42,JPY,FLIGHT522,MABM73
TRANS000458,CUST0010,2023-07-05 03:09:25,864.37,USD,FLIGHT792,20OFIW
TRANS000459,CUST0004,2023-07-05 23:58:01,629.23,AUD,FLIGHT878,WI4ROT
TRANS000460,CUST0005,2023-07-05 03:39:44,114.69,USD,FLIGHT375,TN9U69
TRANS000461,CUST0015,2023-07-05 04:36:37,750.76,AUD,FLIGHT414,MTY08H
TRANS000462,CUST0001,2023-07-05 08:50:27,786.6,JPY,FLIGHT928,HNJLN3
TRANS000463,CUST0008,2023-07-05 16:55:54,998.51,GBP,FLIGHT719,U1JQ72
TRANS000464,CUST0007,2023-07-05 00:24:17,826.64,USD,FLIGHT590,87WBHZ
TRANS000465,CUST0015,2023-07-05 11:42:13,988.87,JPY,FLIGHT887,UZKG6G
TRANS000466,CUST0015,2023-07-05 06:28:15,554.02,USD,FLIGHT687,AKCW05
TRANS000467,CUST0002,2023-07-05 15:54:16,264.89,JPY,FLIGHT829,B4BQYB
TRANS000468,CUST0001,2023-07-05 03:29:45,261.08,GBP,FLIGHT645,9Q50YQ
TRANS000469,CUST0003,2023-07-05 02:08:56,975.49,AUD,FLIGHT528,M2ZHBN
TRANS000470,CUST0012,2023-07-05 12:56:52,435.78,EUR,FLIGHT422,VANUWM
TRANS000471,CUST0002,2023-07-05 14:10:23,903.05,USD,FLIGHT214,C1PEXF
TRANS000472,CUST0007,2023-07-05 16:31:45,99.55,JPY,FLIGHT648,50BXH9
TRANS000473,CUST0001,2023-07-05 09:00:27,560.76,USD,FLIGHT980,70G609
TRANS000474,CUST0018,2023-07-05 21:45:47,774.05,AUD,FLIGHT809,D4QAUY
TRANS000475,CUST0013,2023-07-05 09:50:26,406.44,AUD,FLIGHT125,84NA8O
TRANS000476,CUST0020,2023-07-05 01:19:41,256.8,USD,FLIGHT368,5OIPAF
TRANS000477,CUST0012,2023-07-05 00:08:11,136.56,AUD,FLIGHT280,U1S2PM
TRANS000478,CUST0009,2023-07-05 18:48:16,633.49,EUR,FLIGHT760,JML591
TRANS000479,CUST0019,2023-07-05 13:02:10,297.91,USD,FLIGHT551,LUTE9C
TRANS000480,CUST0015,2023-07-05 22:40:54,181.98,EUR,FLIGHT891,060HWK
TRANS000481,CUST0008,2023-07-05 16:23:43,537.02,AUD,FLIGHT237,3TSAVY
TRANS000482,CUST0004,2023-07-05 04:04:16,817.26,AUD,FLIGHT304,L9EVIY
TRANS000483,CUST0009,2023-07-05 12:57:23,113.87,AUD,FLIGHT310,27NRA5
TRANS000484,CUST0013,2023-07-05 18:17:36,744.03,AUD,FLIGHT317,XECJGN
TRANS000485,CUST0009,2023-07-05 16:40:28,565.92,AUD,FLIGHT108,7ZYXIY
TRANS000486,CUST0002,2023-07-05 19:35:20,610.38,GBP,FLIGHT639,5YPGFZ
TRANS000487,CUST0017,2023-07-05 03:20:15,262.67,AUD,FLIGHT457,NVM567
TRANS000488,CUST0020,2023-07-05 18:58:23,780.78,JPY,FLIGHT779,H1F7FA
TRANS000489,CUST0014,2023-07-05 05:56:33,297.21,EUR,FLIGHT496,UUFX3W
TRANS000490,CUST0001,2023-07-05 05:26:04,333.03,USD,FLIGHT722,R7HDJO
TRANS000491,CUST0018,2023-07-05 08:57:02,907.36,GBP,FLIGHT589,L68GB5
TRANS000492,CUST0008,2023-07-05 21:57:45,689.38,JPY,FLIGHT408,MZGR33
TRANS000493,CUST0014,2023-07-05 17:50:18,336.89,JPY,FLIGHT131,ZEG26U
TRANS000494,CUST0001,2023-07-05 09:51:56,870.94,EUR,FLIGHT811,Q3WF2Q
TRANS000495,CUST0013,2023-07-05 00:10:17,349.41,USD,FLIGHT919,4XO81X
TRANS000496,CUST0013,2023-07-05 05:33:44,801.09,EUR,FLIGHT577,I5L8LC
TRANS000497,CUST0001,2023-07-05 10:55:15,518.31,USD,FLIGHT974,BXDJHJ
TRANS000498,CUST0004,2023-07-05 10:44:01,88.63,JPY,FLIGHT453,MB2OA6
TRANS000499,CUST0020,2023-07-05 05:57:08,510.24,JPY,FLIGHT730,HLX6E1
TRANS000500,CUST0013,2023-07-05 23:37:03,900.06,GBP,FLIGHT205,SICMYY
